symbol,security_name,listing_exchange,etf,financial_status,zip,sector,fullTimeEmployees,city,state,country,industry,twoHundredDayAverage,trailingAnnualDividendYield,averageDailyVolume10Day,regularMarketPreviousClose,open,averageVolume10days,dividendRate,regularMarketVolume,marketCap,averageVolume,dayLow,ask,fiftyTwoWeekHigh,forwardPE,fiveYearAvgDividendYield,dividendYield,bidSize,dayHigh,enterpriseToRevenue,forwardEps,revenueQuarterlyGrowth,bookValue,sharesShort,shortRatio,floatShares,enterpriseValue,regularMarketPrice,latest_dividend
RSG,"Republic Services, Inc. Common Stock",N,N,,85054-6164,Industrials,36000.0,Phoenix,AZ,United States,Waste Management,86.519485,0.018935334,1068471,83.97,84.88,1068471,1.62,315328,26976942080.0,1698608,83.94,84.95,100.91,26.076923,2.11,0.019299999,1200.0,84.99,3.365,3.25,,25.518,2497904.0,1.6,208873275.0,34936664064.0,84.88,0.405
RTLR,Rattler Midstream LP - Common Units Representing Limited Partnership Interests,Q,N,N,79701,Energy,,Midland,TX,United States,Oil & Gas Midstream,11.586029,,694871,8.87,8.88,694871,1.16,182563,1334286592.0,754303,8.47,8.82,20.24,6.2902145,,0.1308,900.0,8.88,2.412,1.4,,16.95,2110180.0,3.47,31198741.0,1162247040.0,8.88,0.29
RTX,Raytheon Technologies Corporation Common Stock,N,N,,02451,Industrials,243200.0,Waltham,MA,United States,Aerospace & Defense,79.87402,,13032700,66.65,68.78,13032700,1.9,5633326,103046037504.0,16520998,66.1572,68.0,99.71051,,2.37,0.028499998,1100.0,68.4,1.215,,,,15804584.0,1.23,805840168.0,93425328128.0,68.78,0.475
RUSHA,"Rush Enterprises, Inc. - Class A Common Stock",Q,N,N,78130,Consumer Cyclical,7000.0,New Braunfels,TX,United States,Auto & Truck Dealerships,40.52191,0.012002824,220871,42.49,43.0,220871,0.52,44378,1487552384.0,244614,41.87,42.47,49.27,19.864485,,0.0128999995,900.0,43.39,0.504,2.14,,32.425,659670.0,3.46,34253205.0,2896554240.0,43.0,0.13
RVI,Retail Value Inc. Common Stock ,N,N,,44122,Real Estate,,Beachwood,OH,United States,REIT—Retail,25.745367,0.1606583,127071,12.76,13.01,127071,2.05,36872,239377280.0,128054,12.01,12.21,38.85,-7.233533,,0.171,1000.0,13.32,4.019,-1.67,,35.473,114154.0,1.06,11948070.0,884811520.0,13.01,2.05
RVSB,Riverview Bancorp Inc - Common Stock,Q,N,N,98660,Financial Services,,Vancouver,WA,United States,Banks—Regional,6.450515,0.036190476,86814,5.25,5.36,86814,0.2,15536,116804096.0,92216,5.24,5.28,8.7,10.096154,1.43,0.0394,2900.0,5.36,1.866,0.52,,6.602,378374.0,3.94,18751885.0,106073264.0,5.36,0.05
RVT,"Royce Value Trust, Inc. Common Stock",N,N,,10151,Financial Services,,New York,NY,United States,Asset Management,12.888455,0.08885299,326928,12.38,12.47,326928,1.12,162670,1246238720.0,503653,12.3856,12.5,15.34,,9.11,0.0919,900.0,12.54,55.196,,,16.576,88489.0,0.19,,1208337024.0,12.47,0.28
RWT,"Redwood Trust, Inc. Common Stock",N,N,,94941,Real Estate,372.0,Mill Valley,CA,United States,REIT—Mortgage,12.094632,0.21981981,5526385,5.55,5.6,5526385,1.28,2113885,632719232.0,5717208,5.44,5.53,18.01,6.4070926,8.1,0.2515,800.0,5.6958,-18.932,0.86,,6.315,12679811.0,1.86,113852883.0,11248137216.0,5.6,0.32
RXN,Rexnord Corporation Common Stock,N,N,,53204,Industrials,6800.0,Milwaukee,WI,United States,Specialty Industrial Machinery,29.287132,0.0025649245,795585,31.19,31.63,795585,0.32,203917,3799222784.0,1111453,30.8,31.15,35.64,19.740505,,0.0108,800.0,31.74,2.084,1.58,,10.951,2415754.0,2.67,118964751.0,4310358016.0,31.63,0.08
RY,Royal Bank Of Canada Common Stock,N,N,,M5J 2J5,Financial Services,82491.0,Toronto,ON,Canada,Banks—Diversified,71.91118,0.042317457,1683657,66.97,67.21,1683657,3.1,531171,94668865536.0,1858225,65.81,66.69,82.74,9.586455,3.89,0.0462,1300.0,67.16,,6.94,,38.428,7853736.0,6.34,1422565515.0,87254671360.0,67.21,0.76
RYN,Rayonier Inc. REIT Common Stock,N,N,,32097,Real Estate,353.0,Yulee,FL,United States,REIT—Specialty,27.472647,0.043707006,827185,24.71,25.0,827185,1.08,145325,3278430976.0,922750,23.905,24.09,33.1,53.422226,3.68,0.0448,800.0,24.79,5.697,0.45,,10.18,3356649.0,4.73,128199765.0,4438681088.0,25.0,0.27
SACH,Sachem Capital Corp. Common Shares,A,N,,06405,Real Estate,9.0,Branford,CT,United States,REIT—Mortgage,3.4422941,0.12676057,67814,2.84,2.82,67814,0.48,74989,67796160.0,124866,2.78,3.1,5.7,9.888064,,0.1912,1100.0,3.0852,10.614,0.31,,3.706,10424.0,0.1,18740210.0,112774408.0,2.82,0.12
SAFE,Safehold Inc. Common Stock,N,N,,10036,Real Estate,,New York,NY,United States,REIT—Diversified,47.785957,0.011738149,121085,53.16,53.5,121085,0.62,22836,2784198144.0,245391,53.08,54.74,66.7,34.971157,,0.0117,900.0,55.06,35.268,1.56,,24.094,756724.0,5.35,17317621.0,3955470592.0,53.5,0.156
SAFM,"Sanderson Farms, Inc. - Common Stock",Q,N,N,39443,Consumer Defensive,17055.0,Laurel,MS,United States,Packaged Foods,144.24677,0.009128512,292628,140.22,141.99,292628,1.28,172462,3074153472.0,451727,136.72,139.74,179.45,13.552942,0.99,0.0092,1000.0,143.55,0.969,10.2,,61.602,1271791.0,3.39,19947792.0,3410349312.0,141.99,0.32
SAFT,"Safety Insurance Group, Inc. - Common Stock",Q,N,N,02110,Financial Services,609.0,Boston,MA,United States,Insurance—Property & Casualty,87.31897,0.04351069,54457,80.44,81.74,54457,3.6,9611,1227668864.0,75880,80.185,80.43,103.96,17.82,4.07,0.0462,900.0,81.74,1.482,4.5,,49.78,224032.0,3.83,14542491.0,1239334784.0,81.74,0.9
SAH,"Sonic Automotive, Inc. Common Stock",N,N,,28211,Consumer Cyclical,9300.0,Charlotte,NC,United States,Auto & Truck Dealerships,25.661324,0.014265335,454028,28.04,28.5,454028,0.4,92981,1229652224.0,550995,27.02,28.62,35.41,12.296138,1.06,0.0164,1000.0,28.79,0.347,2.33,,16.844,3768659.0,7.68,23160366.0,3603895552.0,28.5,0.1
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION Common Stock,N,N,,20190,Technology,24000.0,Reston,VA,United States,Information Technology Services,82.9964,0.016694868,454814,88.65,89.45,454814,1.48,169616,5165835776.0,649077,88.07,88.73,96.8,12.150544,1.84,0.0167,800.0,89.27,1.085,7.34,,24.431,1326464.0,2.01,57604501.0,6921247232.0,89.45,0.37
SAL,"Salisbury Bancorp, Inc. - Common Stock",Q,N,N,06039,Financial Services,,Lakeville,CT,United States,Banks—Regional,39.59816,0.031666666,5728,36.0,34.95,5728,1.16,19,100886168.0,3940,35.67,36.7,49.85,9.79945,3.02,0.0332,800.0,35.67,2.863,3.64,,41.637,1736.0,0.64,2502655.0,118998344.0,34.95,0.29
SAMG,Silvercrest Asset Management Group Inc. - Common Stock,Q,N,N,10019,Financial Services,139.0,New York,NY,United States,Asset Management,11.229706,0.040315513,34800,11.41,11.49,34800,0.64,16829,177787936.0,28087,11.2945,12.49,14.5,7.3254437,3.94,0.0585,1200.0,12.65,1.453,1.69,,7.347,39124.0,1.51,8295396.0,156868112.0,11.49,0.16
SAP,SAP  SE ADS,N,N,,69190,Technology,101150.0,Walldorf,,Germany,Software—Application,125.63456,0.013262319,828200,122.98,123.26,828200,1.71,347404,148622000128.0,1046611,123.24,124.45,140.67,19.638393,1.45,0.0139,1300.0,125.1214,,6.35,,26.308,2944658.0,3.07,1091182290.0,139049254912.0,123.26,1.712
SASR,"Sandy Spring Bancorp, Inc. - Common Stock",Q,N,N,20832,Financial Services,943.0,Olney,MD,United States,Banks—Regional,30.302132,0.04654771,227842,25.78,26.68,227842,1.2,40620,1195643520.0,268282,25.16,25.46,38.45,8.867597,3.07,0.05,800.0,26.68,6.129,2.87,,32.675,588053.0,2.39,45604562.0,2026233728.0,26.68,0.3
SBAC,SBA Communications Corporation - Class A Common Stock,Q,N,N,33487,Real Estate,1475.0,Boca Raton,FL,United States,REIT—Specialty,264.69205,0.0055135526,655900,302.89,304.0,655900,1.86,164717,34281152512.0,989133,304.0,308.0,317.11,108.51943,,0.0063,800.0,309.91,22.383,2.83,,-38.699,1359466.0,1.55,110286505.0,45626425344.0,304.0,0.465
SBBX,SB One Bancorp - Common Stock,Q,N,N,07652,Financial Services,230.0,Paramus,NJ,United States,Banks—Regional,20.87456,0.016836734,23600,19.6,19.85,23600,0.34,55525,176575824.0,44170,18.63,18.72,25.24,8.103896,1.09,0.0173,800.0,19.85,5.598,2.31,,21.021,65611.0,2.67,7090280.0,399459328.0,19.85,0.085
SBGI,"Sinclair Broadcast Group, Inc. - Class A Common Stock",Q,N,N,21030,Communication Services,11800.0,Hunt Valley,MD,United States,Broadcasting,25.208088,0.040795512,1237157,19.61,19.58,1237157,0.8,329164,1537104000.0,2388637,18.53,19.15,59.58,-20.628387,2.29,0.0436,800.0,19.58,2.78,-0.93,,17.561,8103254.0,4.53,48313143.0,14253215744.0,19.58,0.2
SBNY,Signature Bank - Common Stock,Q,N,N,10017,Financial Services,1472.0,New York,NY,United States,Banks—Regional,117.069336,0.020365488,468071,109.99,112.18,468071,2.24,212407,5765095936.0,633990,106.7,107.73,148.64,10.13371,,0.020399999,1300.0,112.25,7.001,10.62,,90.543,1360065.0,2.55,51229491.0,9470629888.0,112.18,0.56
SBR,Sabine Royalty Trust Common Stock,N,N,,75219,Energy,,Dallas,TX,United States,Oil & Gas E&P,34.07397,0.10532142,27871,28.0,28.11,27871,1.82,10816,409678336.0,41035,27.75,28.39,49.25,,7.37,0.064,1100.0,28.3,8.455,,,0.342,9571.0,0.27,13929398.0,375947808.0,28.11,0.15171
SBRA,"Sabra Health Care REIT, Inc. - Common Stock",Q,N,N,92612,Real Estate,34.0,Irvine,CA,United States,REIT—Healthcare Facilities,17.465147,0.12958963,2368071,13.89,14.08,2368071,1.2,510461,2822324992.0,3253038,13.665,13.71,24.95,18.554052,8.22,0.0861,1100.0,14.18,8.386,0.74,,16.517,6301898.0,2.45,203516096.0,5031696896.0,14.08,0.3
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares),N,N,,05429-900,Utilities,14994.0,Sao Paulo,SP,Brazil,Utilities—Regulated Water,11.422647,0.026992032,2432514,10.04,9.81,2432514,0.25,783708,6688331776.0,1954350,9.635,9.77,15.4,7.864,,0.0272,1400.0,9.87,,1.25,,7.235,3603228.0,1.89,340898271.0,4886619648.0,9.81,0.252
SBSI,"Southside Bancshares, Inc. - Common Stock",Q,N,N,75701,Financial Services,845.0,Tyler,TX,United States,Banks—Regional,32.86853,0.04129204,161414,30.03,30.65,161414,1.24,43512,965589312.0,217129,29.16,29.27,37.89,14.698492,3.28,0.0438,1000.0,30.65,13.086,1.99,,24.107,2347929.0,12.32,31132220.0,2492113920.0,30.65,0.31
SBT,"Sterling Bancorp, Inc. - Common Stock",Q,N,E,48076,Financial Services,,Southfield,MI,United States,Banks—Regional,6.15375,0.013468013,144428,2.97,3.0,144428,0.04,30446,150107264.0,74261,2.85,2.99,10.55,3.1473684,,0.0150999995,800.0,3.13,3.116,0.95,,7.214,165946.0,3.11,15214085.0,413005312.0,3.0,0.01
SBUX,Starbucks Corporation - Common Stock,Q,N,N,98134,Consumer Cyclical,346000.0,Seattle,WA,United States,Restaurants,80.20125,0.020229008,8259071,78.6,78.64,8259071,1.64,3417171,92844802048.0,15012953,77.93,79.43,99.72,28.793478,1.66,0.0211,800.0,79.629,4.176,2.76,,-6.446,18898540.0,1.37,1129944711.0,111333621760.0,78.64,0.41
SC,Santander Consumer USA Holdings Inc. Common Stock,N,N,,75201,Financial Services,5175.0,Dallas,TX,United States,Credit Services,20.386177,0.047804337,1010228,17.99,18.29,1010228,0.88,258806,5690210816.0,1577991,17.47,17.71,27.75,8.86,,0.052699998,800.0,18.315,10.714,2.0,,16.026,9176724.0,6.51,75119232.0,44824571904.0,18.29,0.22
SCCO,Southern Copper Corporation Common Stock,N,N,,85014,Basic Materials,24051.0,Phoenix,AZ,United States,Copper,35.846542,0.044077136,650600,36.3,36.9,650600,0.8,338000,28556797952.0,979932,36.58,36.9,44.82,18.47,2.22,0.022,800.0,37.11,4.49,2.0,,8.688,5538575.0,6.38,82168427.0,32557877248.0,36.9,0.2
SCD,LMP Capital and Income Fund Inc. Common Stock,N,N,,10018,Financial Services,,New York,NY,United States,Asset Management,12.510074,0.11843362,60600,10.47,10.5,60600,1.24,29671,187974032.0,94782,10.38,10.49,16.12,,9.24,0.1193,4000.0,10.575,19.463,,,15.599,16018.0,0.15,,260363072.0,10.5,0.31
SCHL,Scholastic Corporation - Common Stock,Q,N,N,10012,Communication Services,8900.0,New York,NY,United States,Publishing,32.4625,0.019011408,155314,31.56,31.91,155314,0.6,29790,1074386432.0,209212,31.03,31.34,45.8,89.571434,1.53,0.0195,800.0,31.91,0.486,0.35,,34.954,746384.0,4.7,30020804.0,813445568.0,31.91,0.15
SCHN,"Schnitzer Steel Industries, Inc. - Class A Common Stock",Q,N,N,97201,Basic Materials,3363.0,Portland,OR,United States,Steel,17.358896,0.04609711,179185,16.27,16.5,179185,0.75,32437,431966016.0,239075,15.76,16.01,27.47,43.081078,3.52,0.049000002,800.0,16.5,0.353,0.37,,25.117,700469.0,2.87,25655607.0,685196608.0,16.5,0.188
SCHW,Charles Schwab Corporation (The) Common Stock,N,N,,94105,Financial Services,20200.0,San Francisco,CA,United States,Capital Markets,41.515957,0.018603398,10561271,37.09,37.56,10561271,0.72,2998597,46900346880.0,14522293,36.32,36.46,51.65,19.798912,0.96,0.0194,1100.0,37.63,-4.062,1.84,,18.237,74412644.0,7.05,1152363307.0,-43114553344.0,37.56,0.18
SCI,Service Corporation International Common Stock,N,N,,77019,Consumer Cyclical,25000.0,Houston,TX,United States,Personal Services,43.49647,0.018318696,1052142,39.85,39.91,1052142,0.76,304378,7157826048.0,1674595,39.4,40.29,52.89,19.793104,1.61,0.0195,800.0,40.49,3.185,2.03,,9.769,6547320.0,3.95,174247814.0,10305696768.0,39.91,0.19
SCL,Stepan Company Common Stock,N,N,,60093,Basic Materials,2284.0,Northfield,IL,United States,Specialty Chemicals,95.42684,0.010457646,93714,100.405,101.0,93714,1.1,23417,2272548352.0,123001,99.82,101.37,105.87,18.93732,1.14,0.0114,1100.0,101.6,1.177,5.34,,38.582,405726.0,3.72,20037057.0,2141978240.0,101.0,0.275
SCM,Stellus Capital Investment Corporation Common Stock,N,N,,77027,Financial Services,,Houston,TX,United States,Asset Management,11.470147,0.16385542,135500,8.3,8.52,135500,1.36,121311,170399248.0,236243,8.23,8.8,15.04,7.4152546,11.33,0.1825,800.0,8.79,8.732,1.18,,11.55,83221.0,0.42,,526888128.0,8.52,0.113
SCS,Steelcase Inc. Common Stock,N,N,,49508,Industrials,12700.0,Grand Rapids,MI,United States,Business Equipment & Supplies,15.347133,0.04496124,921028,12.9,13.07,921028,0.28,182780,1466632832.0,960950,12.67,12.79,23.02,31.17073,3.27,0.0218,1200.0,13.04,0.397,0.41,,8.28,2300769.0,2.59,84365482.0,1478821376.0,13.07,0.07
SCVL,"Shoe Carnival, Inc. - Common Stock",Q,N,N,47715,Consumer Cyclical,2200.0,Evansville,IN,United States,Apparel Retail,30.01125,0.012495407,292314,27.21,27.44,292314,0.34,56214,394759776.0,245262,26.46,28.07,40.0,9.434343,1.07,0.013300001,800.0,28.22,0.602,2.97,,19.973,2171534.0,10.07,8495383.0,560195968.0,27.44,0.085
SEIC,SEI Investments Company - Common Stock,Q,N,N,19456,Financial Services,3724.0,Oaks,PA,United States,Asset Management,58.02684,0.012356897,668257,55.03,55.55,668257,0.7,150948,8097798144.0,862962,54.3,54.62,69.61,17.544872,1.06,0.013099999,1300.0,55.6,4.193,3.12,,11.726,1464667.0,2.15,123199211.0,6976521216.0,55.55,0.35
SELF,"Global Self Storage, Inc. - Common Stock",Q,N,N,10005,Real Estate,33.0,New York,NY,United States,REIT—Industrial,4.0355883,0.06356968,27571,4.09,4.12,27571,0.26,6699,38921792.0,24504,4.1197,4.16,4.95,59.42857,6.03,0.0648,1000.0,4.16,6.275,0.07,,4.396,5162.0,0.2,8851341.0,55225980.0,4.12,0.065
SF,Stifel Financial Corporation Common Stock,N,N,,63102-2188,Financial Services,8205.0,St. Louis,MO,United States,Capital Markets,53.770294,0.012248124,412314,50.62,51.46,412314,0.68,83582,3427684096.0,590390,49.69,50.12,69.1,11.505747,,0.0134000005,1200.0,51.3,0.897,4.35,,46.128,1260647.0,2.91,65899875.0,3088143360.0,51.46,0.17
SFBC,"Sound Financial Bancorp, Inc. - Common Stock",Q,N,N,98121,Financial Services,117.0,Seattle,WA,United States,Banks—Regional,31.094337,0.023592714,542,24.16,24.21,542,0.6,2169,62686020.0,2803,24.02,26.0,38.23,,1.29,0.024,1200.0,25.0,0.619,,,30.55,2606.0,0.97,1709626.0,18636250.0,24.21,0.15
SFBS,"ServisFirst Bancshares, Inc. - Common Stock",Q,N,N,35209,Financial Services,492.0,Birmingham,AL,United States,Banks—Regional,34.536102,0.01720487,206600,37.78,38.24,206600,0.7,52806,1972844160.0,276812,36.51,36.86,40.9,14.834007,0.88,0.02,900.0,38.24,6.274,2.47,,16.369,2776288.0,9.86,46623527.0,1820452480.0,38.24,0.175
SFL,SFL Corporation Ltd,N,N,,HM 08,Industrials,11.0,Hamilton,,Bermuda,Marine Shipping,12.240221,0.099056594,1047728,10.6,10.44,1047728,1.4,257104,1230386176.0,1007951,10.24,10.29,15.1,10.734376,11.35,0.1351,800.0,10.64,7.735,0.96,,8.677,5232067.0,6.64,80622002.0,3573764864.0,10.44,0.35
SFNC,Simmons First National Corporation - Common Stock,Q,N,N,71601,Financial Services,3079.0,Pine Bluff,AR,United States,Banks—Regional,21.956102,0.03561644,659928,18.25,18.35,659928,0.68,154604,1921668352.0,817858,17.54,17.76,27.29,9.532433,2.08,0.04,800.0,18.35,2.833,1.85,,26.106,3568330.0,5.89,107106718.0,2339368448.0,18.35,0.17
SGC,"Superior Group of Companies, Inc. - Common Stock",Q,N,N,33772,Consumer Cyclical,3400.0,Seminole,FL,United States,Apparel Manufacturing,11.160735,0.03521127,40742,11.36,11.63,40742,0.4,7684,177650528.0,44274,11.395,11.61,18.78,10.000001,2.06,0.038900003,1000.0,11.63,0.624,1.16,,10.405,83816.0,2.08,9046093.0,239759648.0,11.63,0.1
SGU,Star Group L.P. Common Stock,N,N,,06902,Energy,3446.0,Stamford,CT,United States,Oil & Gas Midstream,8.604117,0.062361628,93614,8.13,8.1,93614,0.53,39638,367002080.0,130972,7.97,8.14,10.14,9.227273,4.61,0.0668,800.0,8.14,0.378,0.88,,6.965,11932.0,0.08,39052302.0,594481664.0,8.1,0.1325
SHBI,Shore Bancshares Inc - Common Stock,Q,N,N,21601,Financial Services,294.0,Easton,MD,United States,Banks—Regional,13.679265,0.046709128,58485,9.42,9.61,58485,0.48,9487,124485576.0,34885,9.46,9.94,17.9,10.688171,,0.0573,1300.0,9.94,0.752,0.93,,15.625,38318.0,1.18,12260545.0,44707364.0,9.61,0.12
SHEN,Shenandoah Telecommunications Co - Common Stock,Q,N,N,22824,Communication Services,1130.0,Edinburg,VA,United States,Telecom Services,44.29338,0.005301645,184614,54.7,55.29,184614,0.29,40735,2695953664.0,232741,53.97,54.31,59.93,35.12338,0.81,0.0054,800.0,55.95,5.438,1.54,,9.643,1613184.0,6.72,47654933.0,3416337152.0,55.29,0.29
SHG,Shinhan Financial Group Co Ltd American Depositary Shares,N,N,,04513,Financial Services,,Seoul,,South Korea,Banks—Regional,30.000809,0.05329218,190914,24.3,24.57,190914,1.51,93329,11750735872.0,203066,24.35,24.79,39.74,5.1997895,3.32,0.062,900.0,24.78,,4.76,,66.036,141249.0,0.84,453283636.0,12406772736.0,24.57,1.50734
SHLX,"Shell Midstream Partners, L.P. Common Units representing Limited Partner Interests",N,N,,77079,Energy,,Houston,TX,United States,Oil & Gas Midstream,16.431911,0.12667607,769200,14.17,14.17,769200,1.84,448811,5392005632.0,1854090,13.57,13.6,22.7,8.359756,5.08,0.1331,4000.0,14.21,6.536,1.64,,13.781,3305376.0,1.73,123705291.0,3222400768.0,14.17,0.46
SHO,"Sunstone Hotel Investors, Inc. Sunstone Hotel Investors, Inc. Common Shares",N,N,,92618,Real Estate,41.0,Irvine,CA,United States,REIT—Hotel & Motel,11.325956,0.07965554,2848214,9.29,9.43,2848214,0.74,370007,1962287744.0,4568303,9.07,9.11,14.47,47.89474,5.96,0.0868,1800.0,9.51,2.608,0.19,,9.758,7110475.0,2.01,212774066.0,2734678016.0,9.43,0.05
SHW,Sherwin-Williams Company (The) Common Stock,N,N,,44115-1075,Basic Materials,61111.0,Cleveland,OH,United States,Specialty Chemicals,544.7366,0.008115157,504171,582.86,585.0,504171,5.36,273631,53882081280.0,778917,585.87,594.56,599.95,24.96487,0.94,0.0092,800.0,594.56,3.421,23.77,,36.114,1156903.0,1.64,81428295.0,61596188672.0,585.0,1.34
SID,Companhia Siderurgica Nacional S.A. Common Stock,N,N,,04538-132,Basic Materials,24869.0,Itaim Bibi,SP,Brazil,Steel,2.3991911,0.0,2477600,1.74,1.63,2477600,0.07,900448,2489200128.0,2832741,1.704,1.79,4.71,8.113636,,0.0473,27000.0,1.79,,0.22,,1.422,13135024.0,6.52,642401918.0,2014967296.0,1.63,0.002
SIGI,"Selective Insurance Group, Inc. - Common Stock",Q,N,N,07890-1000,Financial Services,2300.0,Branchville,NJ,United States,Insurance—Property & Casualty,58.899853,0.015642053,382085,54.98,55.77,382085,0.92,65709,3219433728.0,427788,53.86,54.19,81.35,12.716981,1.36,0.0174,800.0,55.77,1.148,4.24,,35.112,532735.0,1.61,58538506.0,3229873920.0,55.77,0.23
SIM,"Grupo Simec, S.A.B. de C.V. American Depositary Shares",A,N,,44440,Basic Materials,4209.0,Guadalajara,JA,Mexico,Steel,8.593456,,385,6.87,7.3613,385,0.59,705,1137734016.0,966,7.0499,7.5,11.14,6.588691,,0.0866,900.0,7.3613,,1.07,,10.91,1361.0,1.91,14964545.0,967248832.0,7.3613,0.694
SIMO,"Silicon Motion Technology Corporation - American Depositary Shares, each representing four ordinary shares",Q,N,N,,Technology,,Kowloon,,Hong Kong,Semiconductors,43.976105,0.029279277,830142,44.4,44.73,830142,1.4,151059,1679006720.0,418298,44.4,46.25,53.04,13.9399395,2.18,0.0312,1000.0,46.54,2.417,3.33,,16.123,111808.0,0.44,30971688.0,1197346816.0,44.73,0.35
SIRI,Sirius XM Holdings Inc. - Common Stock,Q,N,N,10020,Communication Services,4534.0,New York,NY,United States,Broadcasting,6.3089705,0.008823529,43945557,5.78,5.79,43945557,0.05,12567684,25092358144.0,33905787,5.6829,5.74,7.4,23.875,,0.0092,40000.0,5.79,4.181,0.24,,-0.171,152377736.0,6.01,1205527897.0,33458042880.0,5.79,0.013
SJI,"South Jersey Industries, Inc. Common Stock",N,N,,08037,Utilities,1100.0,Folsom,NJ,United States,Utilities—Diversified,29.070147,0.040593367,537442,28.65,29.23,537442,1.18,195733,2644419072.0,1061654,28.42,28.53,34.48,17.02381,3.59,0.0422,800.0,29.2,3.835,1.68,,16.235,6132128.0,6.18,91613985.0,5850793472.0,29.23,0.295
SJR,Shaw Communications Inc. Common Stock,N,N,,T2P 4L4,Communication Services,,Calgary,AB,Canada,Telecom Services,18.148897,0.05325762,533642,16.73,16.74,533642,0.85,238716,8517162496.0,1053724,16.62,16.84,21.0,16.1875,4.54,0.0507,1000.0,16.845,,1.04,,8.403,2234809.0,2.26,490226827.0,8471129600.0,16.74,0.07
SJT,San Juan Basin Royalty Trust Common Stock,N,N,,77056,Energy,,Houston,TX,United States,Oil & Gas E&P,2.3702207,0.04790897,165842,3.0057,2.97,165842,0.16,36546,134913744.0,125562,2.9592,2.99,4.25,,8.78,0.0544,1300.0,3.01,13.787,,,0.113,300479.0,2.91,44193994.0,116358552.0,2.97,0.004261
SJW,SJW Group Common Stock (DE),N,N,,95110,Utilities,732.0,San Jose,CA,United States,Utilities—Regulated Water,65.489555,0.020377485,161614,59.87,60.8,161614,1.28,38570,1747503616.0,171364,60.16,61.36,74.99,24.618473,1.88,0.021300001,1100.0,61.65,6.797,2.49,,31.004,253361.0,1.8,26148993.0,3116961280.0,60.8,0.32
